shopper_ID,county,group,event,event date
78833799,Alameda,C,first delivery complete,9/25/19
95140258,Santa Clara,C,application,9/13/19
86384988,Marin,C,card issued,9/28/19
53990462,Contra Costa,T,orientation,11/14/19
92094064,Marin,C,first delivery complete,10/13/19
34971893,Santa Clara,C,background check,9/6/19
14300521,Santa Clara,C,card issued,10/18/19
19674252,Santa Clara,T,first delivery complete,10/15/19
30608000,San Mateo,C,card issued,10/22/19
35065565,Contra Costa,T,application,8/30/19
36043804,San Francisco,T,card issued,9/23/19
83368443,San Francisco,C,application,9/4/19
94390787,San Francisco,T,card issued,9/30/19
40376033,San Mateo,T,background check,9/2/19
33162479,Marin,C,application,9/13/19
20843578,Contra Costa,C,background check,9/14/19
58129308,Santa Clara,C,orientation,9/21/19
10448496,Contra Costa,C,application,8/24/19
10905418,Alameda,C,card issued,9/23/19
62440017,Contra Costa,T,background check,10/7/19
86709375,San Francisco,C,card issued,10/10/19
65019622,San Francisco,T,application,9/22/19
86500501,San Francisco,C,application,9/15/19
69003113,Alameda,T,background check,9/10/19
77102067,Marin,C,application,8/28/19
38473551,Alameda,T,background check,9/7/19
27125663,Marin,C,background check,9/14/19
31208186,San Mateo,T,background check,10/4/19
60285339,San Francisco,T,orientation,10/21/19
23267626,San Mateo,T,background check,9/22/19
35323499,Contra Costa,C,orientation,10/2/19
27663857,Alameda,C,first delivery complete,11/13/19
75536537,Alameda,C,first delivery complete,11/23/19
66642455,San Francisco,T,background check,9/17/19
38195394,San Francisco,T,background check,9/29/19
31450120,Santa Clara,T,background check,9/7/19
28664306,San Francisco,C,background check,9/30/19
53541930,San Francisco,C,orientation,10/14/19
21060144,Marin,C,background check,9/30/19
44738570,San Francisco,T,background check,9/10/19
92522021,San Mateo,C,orientation,10/5/19
44708167,Alameda,T,background check,9/12/19
58057821,Marin,C,background check,10/13/19
66577809,Alameda,T,background check,9/23/19
97406903,Marin,C,background check,10/4/19
21285151,Contra Costa,T,application,9/8/19
31599278,Marin,C,application,9/2/19
66462010,Contra Costa,T,orientation,11/9/19
40106647,San Francisco,C,background check,9/4/19
30275680,Alameda,T,application,8/24/19
10725994,San Francisco,C,background check,9/30/19
91133939,Contra Costa,T,card issued,10/4/19
26110514,Santa Clara,C,orientation,9/14/19
48627983,Contra Costa,C,background check,9/16/19
95223383,San Mateo,C,application,9/3/19
47574511,Marin,T,orientation,11/11/19
89729108,Contra Costa,T,background check,9/17/19
60899500,Santa Clara,T,application,8/24/19
45233327,Santa Clara,T,application,9/19/19
93898669,Marin,C,card issued,10/18/19
48008645,Alameda,C,card issued,10/4/19
22979462,Alameda,C,application,9/12/19
39190623,San Mateo,T,application,9/22/19
22079071,San Mateo,T,card issued,10/8/19
32082009,Contra Costa,C,application,9/4/19
93630069,Marin,C,orientation,11/1/19
51823963,Contra Costa,C,application,8/31/19
37896695,Santa Clara,C,application,9/8/19
51941356,Contra Costa,T,application,9/20/19
41896353,Contra Costa,C,application,8/24/19
54315709,Alameda,C,card issued,10/9/19
68418103,Contra Costa,C,application,8/23/19
59052133,Contra Costa,T,orientation,10/11/19
12686938,Santa Clara,C,application,8/29/19
93688374,Alameda,T,first delivery complete,11/9/19
16211659,San Mateo,C,background check,9/28/19
12345493,San Francisco,C,application,8/24/19
93955535,Marin,C,first delivery complete,11/6/19
46566958,Santa Clara,T,application,9/12/19
44478794,Santa Clara,C,background check,9/10/19
42834488,Santa Clara,C,application,8/26/19
87768371,Santa Clara,C,application,9/10/19
61200716,Alameda,C,card issued,9/17/19
92896207,Santa Clara,T,orientation,11/25/19
72012585,Marin,C,first delivery complete,11/18/19
90094997,Santa Clara,C,application,9/18/19
87137221,San Francisco,C,card issued,11/3/19
33532774,Alameda,C,card issued,9/23/19
35464449,Contra Costa,C,application,9/8/19
81156625,Contra Costa,C,application,9/22/19
70439065,Alameda,T,orientation,10/21/19
81744838,Marin,C,first delivery complete,11/13/19
47207578,Alameda,C,card issued,10/25/19
56824769,Contra Costa,C,application,9/3/19
64293605,Santa Clara,C,application,9/2/19
89358811,Contra Costa,T,first delivery complete,11/18/19
90376810,San Francisco,T,application,9/3/19
89539826,Contra Costa,T,card issued,10/27/19
40658771,Alameda,T,background check,9/16/19
79065893,Alameda,C,orientation,9/28/19
81964632,San Francisco,C,card issued,11/11/19
81837492,Santa Clara,C,background check,9/10/19
11729926,Santa Clara,C,first delivery complete,10/27/19
87845502,Marin,C,first delivery complete,11/27/19
20959505,Marin,C,card issued,10/21/19
41932714,Marin,C,application,9/13/19
54553620,Contra Costa,T,application,8/26/19
56256946,Marin,C,background check,9/6/19
63526107,Marin,C,background check,10/15/19
44313638,Marin,T,orientation,11/9/19
43197609,Contra Costa,C,application,9/8/19
25947592,Alameda,C,application,9/13/19
27317370,Contra Costa,T,application,9/19/19
12369083,Contra Costa,T,application,8/25/19
21106651,Alameda,C,card issued,10/22/19
46518672,Contra Costa,C,application,8/30/19
17689213,San Mateo,T,application,9/20/19
71789772,Contra Costa,T,card issued,9/29/19
90962126,Contra Costa,C,background check,10/3/19
35089316,Contra Costa,T,application,9/17/19
98200634,Santa Clara,C,orientation,10/28/19
10896953,Marin,T,application,9/5/19
56840717,Alameda,C,card issued,11/3/19
46155771,Alameda,T,application,9/20/19
14071680,San Mateo,T,application,9/8/19
15316564,San Francisco,T,card issued,10/30/19
54459545,Contra Costa,T,card issued,10/3/19
12001198,Contra Costa,C,application,9/18/19
54082915,San Mateo,C,application,9/3/19
54691511,San Mateo,T,application,9/12/19
77151610,Alameda,C,orientation,11/17/19
21019758,Santa Clara,C,orientation,10/24/19
68843883,Contra Costa,T,card issued,10/14/19
70084830,Marin,C,first delivery complete,10/11/19
28480270,San Francisco,T,application,9/13/19
21842640,Alameda,C,first delivery complete,10/12/19
86371091,San Francisco,T,background check,9/25/19
93811493,Marin,T,first delivery complete,11/7/19
26886621,Contra Costa,C,orientation,10/5/19
71608483,San Francisco,C,card issued,10/20/19
90352983,Marin,T,application,9/9/19
67439276,Alameda,C,first delivery complete,12/17/19
25026255,San Mateo,C,background check,9/17/19
93272442,San Mateo,T,card issued,9/30/19
78909262,San Francisco,C,application,8/27/19
70682826,Alameda,T,card issued,10/18/19
28451554,Marin,T,application,9/16/19
44526705,Alameda,T,first delivery complete,11/20/19
74675137,Marin,C,background check,9/2/19
98478171,San Mateo,T,background check,8/28/19
89393134,Alameda,T,background check,9/24/19
86905904,Contra Costa,T,application,8/28/19
76183551,Santa Clara,C,orientation,10/25/19
44178177,Contra Costa,T,first delivery complete,11/3/19
87383655,Marin,C,orientation,10/20/19
62049390,San Mateo,T,card issued,10/26/19
82666848,Contra Costa,T,background check,9/30/19
16184295,San Mateo,T,orientation,10/22/19
65687524,Alameda,T,background check,10/8/19
41163908,Contra Costa,C,background check,9/15/19
41659590,Contra Costa,T,card issued,11/1/19
41085613,San Mateo,C,application,9/4/19
65070140,San Mateo,T,first delivery complete,11/21/19
59542946,Alameda,C,card issued,10/15/19
44267746,Contra Costa,C,background check,9/3/19
61840549,San Francisco,T,application,8/28/19
67400295,San Mateo,C,application,8/31/19
88109803,Contra Costa,C,application,9/12/19
23407944,Alameda,C,first delivery complete,10/25/19
44255733,Santa Clara,C,application,9/21/19
23586814,Marin,C,background check,9/18/19
51944756,Alameda,C,application,9/2/19
39212039,Contra Costa,T,card issued,10/10/19
47598796,Santa Clara,C,background check,9/27/19
42897587,Santa Clara,C,card issued,9/12/19
88608392,Alameda,C,orientation,10/1/19
98663330,Contra Costa,C,application,9/15/19
48473826,San Mateo,T,first delivery complete,11/1/19
93926799,Contra Costa,C,application,9/6/19
55534631,Marin,C,first delivery complete,11/8/19
22939181,San Mateo,T,background check,10/13/19
77151610,Alameda,C,card issued,10/23/19
48889567,San Francisco,T,card issued,10/26/19
41755702,Contra Costa,C,first delivery complete,10/12/19
40440426,Alameda,C,application,9/11/19
95649824,Contra Costa,C,background check,10/3/19
73236224,Contra Costa,T,application,9/19/19
23539079,Contra Costa,C,orientation,10/22/19
98752395,Contra Costa,C,card issued,10/11/19
90568863,Alameda,C,application,8/31/19
57259134,Alameda,T,orientation,10/7/19
91645588,San Mateo,T,card issued,11/1/19
33183459,Marin,C,application,9/3/19
54516053,Santa Clara,T,first delivery complete,10/20/19
80995235,San Francisco,T,background check,9/26/19
51272960,Alameda,T,orientation,10/23/19
81565091,Contra Costa,C,background check,9/25/19
45918864,Santa Clara,T,orientation,10/30/19
59632348,Contra Costa,C,orientation,11/17/19
78729753,Alameda,C,application,9/22/19
76846768,San Mateo,C,first delivery complete,10/17/19
88040314,San Mateo,C,application,8/28/19
99767688,Marin,C,background check,10/4/19
10896953,Marin,T,background check,9/5/19
36867270,Contra Costa,C,card issued,9/30/19
33018253,Contra Costa,C,background check,9/29/19
10805274,Contra Costa,T,application,9/17/19
98095315,Marin,C,orientation,11/11/19
36824965,Santa Clara,C,first delivery complete,11/3/19
61523500,San Francisco,T,application,8/24/19
78465045,San Mateo,T,application,9/20/19
84043768,Alameda,C,background check,9/24/19
65024603,Contra Costa,C,application,8/25/19
42460515,Alameda,C,card issued,10/14/19
57815848,Contra Costa,T,card issued,10/14/19
82818557,Alameda,C,application,9/2/19
37388353,San Francisco,T,card issued,9/29/19
63404719,Santa Clara,T,orientation,10/5/19
37825593,San Mateo,T,first delivery complete,11/16/19
19844226,Santa Clara,T,card issued,9/24/19
89743145,Santa Clara,T,orientation,10/9/19
16603041,Santa Clara,T,card issued,9/20/19
27153764,Contra Costa,T,application,9/12/19
45178427,San Francisco,T,card issued,10/2/19
39253653,Marin,C,application,9/4/19
27049418,Contra Costa,C,background check,9/15/19
10831894,San Francisco,C,application,9/6/19
61051783,Contra Costa,C,background check,9/2/19
34804233,Alameda,T,application,8/27/19
22245290,Marin,T,card issued,9/30/19
99263158,Contra Costa,C,card issued,10/25/19
79278365,San Francisco,T,background check,9/10/19
13271849,San Francisco,T,card issued,10/12/19
47647461,Marin,C,first delivery complete,11/18/19
63627103,San Francisco,T,background check,9/11/19
30935792,Marin,C,card issued,10/10/19
79028547,Alameda,C,card issued,9/21/19
44029909,San Francisco,T,first delivery complete,10/21/19
80700433,Alameda,T,background check,9/6/19
75330126,Alameda,T,first delivery complete,10/26/19
15628582,San Francisco,C,background check,9/23/19
42607553,Santa Clara,C,orientation,10/29/19
14131404,San Francisco,T,card issued,9/26/19
37896840,San Mateo,C,application,9/8/19
90498220,Marin,T,application,9/8/19
74134620,San Francisco,T,orientation,10/10/19
27125663,Marin,C,first delivery complete,10/22/19
89337618,San Francisco,C,first delivery complete,11/25/19
58517240,Santa Clara,T,orientation,10/23/19
37521624,Marin,C,first delivery complete,11/26/19
83978559,Alameda,C,application,9/21/19
59422141,Contra Costa,T,application,9/1/19
84752200,Marin,C,application,9/3/19
82614081,Alameda,C,background check,9/1/19
24077982,Contra Costa,C,orientation,11/21/19
29091554,San Francisco,C,orientation,11/6/19
71516231,Santa Clara,C,card issued,9/28/19
32879057,San Francisco,T,card issued,9/15/19
57690057,Alameda,C,orientation,11/12/19
54879916,Alameda,C,orientation,10/15/19
36185707,San Mateo,T,background check,9/11/19
40830128,Alameda,T,background check,9/3/19
71307537,Contra Costa,T,card issued,10/3/19
50183846,Contra Costa,C,background check,9/23/19
30525768,Contra Costa,C,orientation,10/25/19
78528349,San Mateo,T,background check,10/3/19
43499082,San Mateo,C,background check,9/12/19
83716251,San Mateo,T,card issued,9/17/19
14446571,Alameda,C,orientation,10/8/19
33193449,Santa Clara,C,first delivery complete,10/3/19
69059875,Santa Clara,C,background check,10/20/19
84994248,Contra Costa,T,application,9/18/19
44249364,San Francisco,T,orientation,10/10/19
51207221,Contra Costa,C,card issued,9/25/19
69505936,Alameda,C,application,9/17/19
69003368,Contra Costa,C,application,9/19/19
86937962,Alameda,C,first delivery complete,11/8/19
90233601,Contra Costa,C,background check,10/13/19
78081420,San Francisco,T,background check,8/25/19
20954539,Alameda,T,orientation,11/29/19
53669842,Contra Costa,C,background check,9/13/19
35619534,Contra Costa,T,background check,9/8/19
85639878,Contra Costa,C,card issued,10/8/19
96045923,Marin,C,application,8/26/19
40251853,Contra Costa,C,background check,10/5/19
95132855,Contra Costa,C,application,9/17/19
22987639,San Mateo,T,first delivery complete,12/8/19
68888102,San Francisco,C,background check,10/2/19
41055946,San Mateo,C,orientation,10/11/19
15154471,Marin,T,card issued,10/17/19
13651781,Contra Costa,C,background check,9/30/19
20205925,Alameda,C,card issued,9/28/19
98384774,Alameda,C,first delivery complete,11/12/19
51562458,Contra Costa,C,orientation,10/16/19
48057736,San Francisco,T,background check,8/31/19
53159611,Santa Clara,C,background check,9/7/19
23369000,Contra Costa,C,orientation,10/27/19
22130018,Santa Clara,C,application,9/3/19
94856318,Contra Costa,C,application,9/11/19
54894510,Marin,C,orientation,10/4/19
90556056,Marin,C,application,9/11/19
99357010,San Mateo,T,application,8/24/19
46795073,San Francisco,T,background check,9/27/19
87597578,Alameda,C,application,8/31/19
89057924,San Francisco,T,application,9/7/19
62468021,Alameda,C,first delivery complete,12/23/19
13754094,Alameda,C,first delivery complete,11/13/19
85254636,Contra Costa,T,background check,9/13/19
78933677,Santa Clara,C,background check,10/5/19
51380457,Santa Clara,C,card issued,10/30/19
44954841,Contra Costa,C,orientation,10/22/19
28576990,Santa Clara,T,first delivery complete,10/28/19
82854811,Alameda,C,orientation,10/12/19
70991815,San Francisco,C,application,9/14/19
16829060,Marin,C,application,8/28/19
96121130,Alameda,C,application,8/30/19
54111513,San Mateo,C,card issued,10/19/19
77910318,Alameda,C,card issued,9/12/19
49855387,Alameda,T,orientation,11/4/19
22347355,Marin,C,card issued,10/12/19
20062732,Santa Clara,C,orientation,10/9/19
89261217,Contra Costa,T,orientation,10/30/19
78622413,San Mateo,C,orientation,10/3/19
65165421,San Francisco,T,background check,10/5/19
64910664,Contra Costa,C,orientation,10/22/19
32887605,Contra Costa,C,background check,10/4/19
47452969,Contra Costa,C,application,9/3/19
69674699,Marin,C,first delivery complete,11/18/19
69057281,Contra Costa,T,application,8/23/19
59825777,Contra Costa,C,application,8/24/19
77204918,Alameda,C,background check,9/18/19
47151537,San Francisco,C,first delivery complete,11/2/19
72008885,San Francisco,C,application,8/30/19
97352824,Marin,T,background check,8/26/19
52086713,San Mateo,T,background check,10/6/19
63105982,Alameda,T,application,9/14/19
96669114,San Mateo,C,first delivery complete,9/25/19
76633101,Marin,T,application,9/13/19
29041341,Marin,C,background check,9/20/19
36217846,Santa Clara,T,orientation,10/23/19
54394837,Contra Costa,C,application,9/5/19
29725667,San Francisco,T,application,9/11/19
11551434,San Mateo,C,application,9/13/19
30533002,Santa Clara,C,application,9/12/19
87774121,Contra Costa,C,application,9/10/19
84227413,Contra Costa,T,background check,9/24/19
77243327,Contra Costa,C,background check,9/22/19
99481296,Santa Clara,C,orientation,10/26/19
84433765,Santa Clara,T,application,8/30/19
29902881,Marin,C,card issued,8/30/19
77284241,Contra Costa,C,application,9/11/19
63036940,Marin,T,first delivery complete,11/18/19
20273615,San Francisco,T,first delivery complete,10/8/19
47696712,San Mateo,C,background check,10/13/19
34846641,Contra Costa,C,card issued,10/16/19
67439276,Alameda,C,background check,10/2/19
17700720,Santa Clara,C,background check,9/27/19
71070086,Contra Costa,T,orientation,10/10/19
37028387,Alameda,C,first delivery complete,11/10/19
85298847,Contra Costa,C,background check,10/10/19
14301025,San Francisco,T,card issued,9/21/19
89839942,Contra Costa,C,card issued,10/3/19
18588591,Santa Clara,T,application,9/15/19
64387118,Alameda,T,card issued,9/15/19
91194237,San Francisco,C,card issued,10/17/19
25270026,Alameda,T,card issued,10/1/19
44587950,Contra Costa,T,application,9/17/19
55502213,Alameda,C,background check,9/20/19
68103938,Marin,T,orientation,10/7/19
45954347,Marin,C,orientation,10/26/19
27420754,Marin,C,first delivery complete,10/6/19
98336305,Santa Clara,T,first delivery complete,10/31/19
77598514,Marin,C,orientation,10/11/19
45821876,Alameda,C,application,9/13/19
72278661,Santa Clara,C,orientation,10/23/19
65647867,Contra Costa,C,card issued,10/3/19
24245677,San Francisco,T,application,9/10/19
14289762,San Francisco,T,orientation,11/9/19
31383567,Contra Costa,C,orientation,11/20/19
55950563,Alameda,C,orientation,12/12/19
96709679,Santa Clara,T,application,9/4/19
80299437,Marin,C,orientation,10/10/19
39377410,San Mateo,C,application,9/16/19
80433330,Contra Costa,C,background check,9/20/19
98758547,Contra Costa,C,application,9/6/19
19020769,Marin,C,first delivery complete,10/18/19
66283264,Contra Costa,T,application,8/30/19
98448114,Alameda,C,first delivery complete,11/9/19
26110514,Santa Clara,C,card issued,9/14/19
42004258,Santa Clara,C,application,9/20/19
84752200,Marin,C,background check,9/30/19
57612852,Contra Costa,T,application,9/20/19
62577750,Contra Costa,T,card issued,10/14/19
17783681,Alameda,T,application,9/6/19
56239142,Marin,C,orientation,11/11/19
64961787,San Mateo,T,application,8/30/19
13979958,Contra Costa,C,application,9/12/19
17513968,Alameda,C,orientation,9/18/19
17538046,Alameda,T,background check,9/12/19
27681341,Santa Clara,T,orientation,10/29/19
29393274,San Mateo,C,first delivery complete,9/25/19
86675055,Marin,C,application,8/29/19
52977526,Santa Clara,C,application,8/28/19
76902119,Marin,T,application,9/7/19
96121130,Alameda,C,orientation,11/7/19
93312179,Contra Costa,T,application,9/12/19
46797358,San Francisco,C,application,9/19/19
58088996,Alameda,T,application,8/23/19
72129169,Marin,C,orientation,11/7/19
23584375,Santa Clara,C,orientation,10/23/19
94387941,Alameda,T,orientation,9/22/19
17704445,San Mateo,T,orientation,10/17/19
66159382,San Francisco,C,orientation,10/25/19
69123461,Contra Costa,T,application,8/25/19
79193550,Contra Costa,T,background check,9/15/19
67446193,San Francisco,T,orientation,11/28/19
82465207,Alameda,T,first delivery complete,11/1/19
31234071,Marin,C,orientation,11/25/19
90622828,Contra Costa,C,application,9/17/19
63648690,Marin,T,application,9/17/19
48101995,Santa Clara,C,card issued,10/7/19
58181601,Santa Clara,T,application,9/18/19
82854811,Alameda,C,card issued,9/27/19
18467367,Santa Clara,C,orientation,10/11/19
57342129,Alameda,C,orientation,12/1/19
30345428,San Francisco,T,card issued,10/3/19
90412056,San Francisco,T,application,9/18/19
60237285,San Mateo,C,background check,9/8/19
83832482,Contra Costa,C,card issued,10/20/19
27486086,Contra Costa,T,application,9/14/19
88827872,Santa Clara,T,background check,9/10/19
23827253,Alameda,C,application,9/4/19
42241795,Marin,C,first delivery complete,10/8/19
37543845,Marin,C,background check,9/12/19
47973958,Santa Clara,C,application,8/29/19
54714501,San Mateo,C,background check,9/22/19
40892170,Marin,C,card issued,10/29/19
78538464,Alameda,C,application,8/31/19
18802621,Alameda,C,card issued,10/3/19
14542898,Marin,C,background check,9/21/19
19251715,Alameda,T,card issued,10/14/19
81989738,San Mateo,T,background check,9/23/19
18552952,Marin,C,orientation,10/14/19
78458102,Contra Costa,T,application,8/27/19
95291089,San Mateo,C,orientation,11/3/19
61937479,Alameda,C,application,9/8/19
63124119,San Francisco,T,orientation,10/1/19
14199370,Santa Clara,T,background check,9/9/19
97804072,Santa Clara,C,orientation,10/3/19
81187815,Contra Costa,T,card issued,10/16/19
37122628,Marin,C,orientation,10/26/19
54416131,Santa Clara,T,card issued,10/17/19
60871294,San Mateo,T,application,9/7/19
98448114,Alameda,C,application,9/16/19
60420668,Santa Clara,C,application,9/18/19
74340924,Alameda,T,background check,8/25/19
64015559,Santa Clara,C,card issued,10/14/19
13064308,San Francisco,T,application,9/8/19
39096762,Alameda,C,application,9/22/19
41506460,Contra Costa,C,application,9/7/19
73509689,Santa Clara,T,background check,9/26/19
18096940,San Mateo,T,background check,9/27/19
86765883,San Francisco,C,first delivery complete,10/13/19
63552212,Marin,T,orientation,10/6/19
29195660,Alameda,C,application,9/2/19
27176506,San Mateo,C,application,9/21/19
22435310,Alameda,T,application,9/17/19
46003224,Santa Clara,C,card issued,10/18/19
66729241,Contra Costa,T,card issued,10/22/19
37777185,Contra Costa,T,application,9/19/19
60615819,Contra Costa,C,card issued,10/27/19
88141321,San Mateo,C,card issued,10/10/19
57906961,San Mateo,T,background check,9/23/19
64149243,Contra Costa,C,background check,10/4/19
87990184,Contra Costa,T,first delivery complete,10/22/19
98943414,Contra Costa,T,orientation,10/31/19
93612562,Santa Clara,T,background check,10/14/19
62718273,Alameda,T,first delivery complete,10/5/19
45433198,Alameda,T,background check,9/9/19
83368443,San Francisco,C,orientation,10/11/19
55581626,Marin,C,first delivery complete,11/5/19
33617594,Alameda,C,background check,9/7/19
64123155,Santa Clara,T,background check,9/29/19
19402969,Contra Costa,T,background check,9/17/19
83081247,Contra Costa,C,application,9/11/19
68321562,Alameda,T,orientation,10/19/19
76586185,Contra Costa,T,orientation,11/20/19
56704114,Marin,C,card issued,11/7/19
53949138,Alameda,T,background check,9/7/19
64424112,Marin,C,application,8/23/19
44548171,Alameda,T,orientation,11/6/19
57724320,Alameda,T,application,9/1/19
69305926,Alameda,T,card issued,10/15/19
76362550,Santa Clara,T,application,8/25/19
65966975,San Francisco,T,background check,9/15/19
89500238,Contra Costa,C,background check,9/19/19
93065518,San Francisco,T,card issued,10/12/19
85994848,Marin,T,card issued,10/12/19
59085338,Alameda,C,background check,9/3/19
61971537,Marin,C,orientation,10/5/19
57243861,San Mateo,C,card issued,9/15/19
85550229,Santa Clara,T,background check,9/20/19
95054900,Alameda,C,background check,10/12/19
98743438,Contra Costa,C,background check,9/12/19
78183459,San Mateo,T,orientation,11/1/19
42532763,Contra Costa,C,background check,9/29/19
18394107,Santa Clara,C,orientation,9/21/19
92839774,San Mateo,C,application,8/25/19
87657971,San Mateo,T,background check,9/15/19
82983969,Contra Costa,T,card issued,11/9/19
87806422,Santa Clara,C,application,9/19/19
29037674,Santa Clara,T,application,9/19/19
65937281,Santa Clara,T,first delivery complete,12/12/19
40314895,San Francisco,C,card issued,9/16/19
28082909,San Francisco,C,background check,8/31/19
19445766,Alameda,C,background check,9/25/19
15552978,San Francisco,C,background check,9/27/19
81871982,San Francisco,T,application,9/3/19
51451032,Marin,C,first delivery complete,12/7/19
46667301,Marin,C,orientation,12/5/19
28450337,Marin,C,first delivery complete,10/14/19
11110479,Alameda,T,card issued,9/25/19
27232855,Contra Costa,C,background check,9/12/19
61443748,Marin,C,orientation,11/13/19
74589489,Santa Clara,T,orientation,10/24/19
61923150,San Francisco,C,card issued,10/13/19
27182945,Alameda,C,application,9/22/19
10277838,Contra Costa,T,background check,9/13/19
38509987,Contra Costa,T,background check,9/23/19
75008088,Alameda,C,application,9/22/19
70796072,San Mateo,T,first delivery complete,11/28/19
43415515,Santa Clara,T,first delivery complete,11/5/19
30209591,Santa Clara,T,first delivery complete,11/5/19
66032847,Marin,T,first delivery complete,10/28/19
10796553,Contra Costa,T,application,8/23/19
19961219,Santa Clara,C,application,9/3/19
51155921,Contra Costa,C,application,9/8/19
94744266,Contra Costa,T,card issued,10/12/19
89424363,Marin,C,first delivery complete,11/26/19
43331428,Contra Costa,C,card issued,11/15/19
78705838,Marin,C,background check,10/9/19
19635203,Marin,C,card issued,10/25/19
76766621,Santa Clara,T,application,9/7/19
47845150,Contra Costa,C,card issued,9/11/19
27156538,Santa Clara,T,background check,10/10/19
65527431,Marin,T,first delivery complete,11/5/19
59579742,Alameda,C,first delivery complete,11/5/19
76782672,Contra Costa,T,background check,9/30/19
14087565,San Mateo,T,application,8/26/19
56264209,Marin,C,first delivery complete,11/20/19
94540688,Marin,C,background check,9/10/19
12369083,Contra Costa,T,first delivery complete,11/6/19
55092246,Contra Costa,C,application,9/6/19
36226051,Santa Clara,C,background check,9/10/19
43486109,San Mateo,T,card issued,10/1/19
11020928,San Francisco,C,card issued,10/10/19
63698693,Marin,C,card issued,9/21/19
75419064,Santa Clara,T,background check,9/26/19
45954347,Marin,C,background check,9/29/19
62265608,Contra Costa,C,application,8/23/19
90120017,Santa Clara,C,card issued,10/4/19
53796458,Contra Costa,C,background check,9/29/19
36578600,Contra Costa,T,application,8/27/19
27116348,Contra Costa,T,first delivery complete,11/22/19
85165382,Alameda,C,background check,9/26/19
31713025,Santa Clara,C,card issued,10/15/19
55966298,Alameda,C,card issued,10/5/19
43802047,San Mateo,C,card issued,10/18/19
79380618,Contra Costa,C,card issued,10/5/19
22296548,San Francisco,C,card issued,9/26/19
47577704,San Francisco,T,application,9/15/19
91606794,San Francisco,T,orientation,10/19/19
28824091,San Francisco,T,application,9/7/19
26669720,San Francisco,T,application,8/31/19
29610179,Contra Costa,C,application,9/5/19
33865395,Marin,C,background check,9/17/19
64356477,Santa Clara,C,application,8/26/19
89118049,Alameda,C,application,9/8/19
75419064,Santa Clara,T,orientation,10/10/19
44029909,San Francisco,T,orientation,10/15/19
14827176,Alameda,T,orientation,9/14/19
11543662,Contra Costa,T,application,8/26/19
49125790,Marin,C,first delivery complete,10/15/19
17027204,Contra Costa,T,application,9/11/19
42221082,Marin,C,card issued,10/15/19
66606534,San Francisco,C,background check,9/30/19
70767265,Alameda,T,application,9/10/19
16642505,Alameda,C,background check,9/20/19
74218577,Santa Clara,T,orientation,10/29/19
23064240,Contra Costa,T,application,8/27/19
74541939,Marin,C,card issued,10/23/19
36177469,Marin,T,first delivery complete,11/26/19
87848397,Alameda,C,application,9/5/19
29956513,Alameda,T,card issued,9/8/19
52695829,San Mateo,T,application,9/3/19
70821819,Santa Clara,C,first delivery complete,11/28/19
25193151,Contra Costa,T,card issued,9/24/19
48634578,San Francisco,T,background check,9/19/19
66583502,Marin,C,card issued,9/17/19
42354699,Santa Clara,C,application,8/31/19
18654170,Contra Costa,C,application,8/26/19
82103111,Alameda,C,application,9/6/19
11043256,Contra Costa,C,background check,9/17/19
37593984,Alameda,T,card issued,9/28/19
99973130,Marin,T,application,9/3/19
96083601,San Mateo,C,orientation,10/31/19
27011779,Alameda,T,background check,9/27/19
69281804,Marin,C,card issued,10/11/19
60340748,Contra Costa,T,background check,9/21/19
49991133,Contra Costa,C,application,9/1/19
43621582,Alameda,C,application,9/2/19
82074699,Santa Clara,C,first delivery complete,11/6/19
71729219,San Francisco,T,card issued,10/8/19
98422222,San Francisco,T,background check,9/8/19
30988284,San Mateo,T,background check,9/12/19
25306004,San Francisco,T,background check,10/1/19
79534970,San Francisco,T,background check,9/12/19
78407376,Contra Costa,T,orientation,10/6/19
53694816,Contra Costa,T,orientation,10/16/19
56346595,Contra Costa,T,application,9/7/19
96276155,Alameda,C,first delivery complete,10/30/19
11102050,Alameda,T,background check,9/16/19
81559169,Contra Costa,C,orientation,10/15/19
58387141,Alameda,C,orientation,10/14/19
33157495,Marin,C,orientation,10/29/19
89180640,Marin,C,card issued,10/13/19
93408726,Santa Clara,T,application,8/26/19
69536067,Contra Costa,T,background check,10/7/19
78457533,Contra Costa,T,orientation,10/30/19
81484813,Santa Clara,C,card issued,10/5/19
51451032,Marin,C,background check,9/17/19
22095564,Santa Clara,C,background check,9/19/19
51941356,Contra Costa,T,card issued,10/15/19
58739831,Santa Clara,C,background check,9/11/19
18362087,Alameda,C,orientation,10/30/19
63382933,San Mateo,T,card issued,10/14/19
71575209,San Francisco,C,application,9/7/19
21187747,Alameda,C,background check,10/1/19
92314918,Contra Costa,C,background check,9/12/19
68058193,San Mateo,T,application,8/27/19
73523357,Santa Clara,T,orientation,11/14/19
46557062,Alameda,C,orientation,9/21/19
89169242,Alameda,C,orientation,9/30/19
10547087,Marin,T,background check,9/11/19
81258303,Marin,C,application,9/11/19
91588349,San Francisco,T,application,9/19/19
27212067,Marin,T,first delivery complete,10/21/19
44893356,San Francisco,T,background check,9/16/19
25614484,San Francisco,T,background check,9/23/19
35419262,San Mateo,T,background check,9/6/19
23088829,Contra Costa,C,background check,9/14/19
56308953,San Francisco,C,card issued,9/19/19
46371117,Santa Clara,C,orientation,11/5/19
